job,marital,education,default,housing,loan,contact,month,poutcome
unemployed,married,primary,no,yes,no,cellular,nov,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,yes,cellular,jul,unknown
blue-collar,married,primary,no,yes,no,cellular,nov,failure
self-employed,married,primary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,yes,no,cellular,may,unknown
retired,married,secondary,no,no,yes,cellular,may,unknown
management,single,tertiary,no,yes,yes,cellular,may,other
housemaid,married,primary,no,no,no,unknown,jun,unknown
services,married,secondary,no,yes,no,cellular,may,failure
blue-collar,married,primary,no,no,yes,telephone,jul,unknown
blue-collar,married,primary,no,yes,no,cellular,apr,failure
housemaid,married,primary,no,no,no,cellular,jul,unknown
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,yes,no,cellular,may,failure
admin,married,secondary,no,yes,no,cellular,may,unknown
blue-collar,single,secondary,no,no,no,cellular,feb,other
services,single,secondary,no,yes,no,cellular,nov,failure
admin,married,secondary,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
admin,single,secondary,no,yes,no,cellular,nov,unknown
technician,married,secondary,yes,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,no,cellular,may,unknown
student,single,secondary,no,no,no,telephone,may,unknown
blue-collar,married,unknown,no,yes,no,telephone,jul,unknown
blue-collar,single,primary,no,yes,no,cellular,may,unknown
technician,married,tertiary,no,yes,no,cellular,jul,unknown
blue-collar,divorced,secondary,no,yes,no,cellular,may,failure
blue-collar,married,primary,no,yes,no,unknown,may,unknown
unemployed,divorced,secondary,no,yes,no,cellular,jul,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown
technician,single,tertiary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,yes,no,cellular,oct,unknown
technician,single,secondary,no,no,no,cellular,apr,unknown
technician,single,tertiary,no,no,yes,unknown,jun,unknown
retired,married,tertiary,no,no,no,cellular,jun,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,single,primary,no,yes,no,cellular,apr,failure
blue-collar,single,secondary,no,yes,no,unknown,may,unknown
retired,married,secondary,no,no,no,cellular,jul,unknown
management,single,tertiary,no,yes,yes,unknown,may,unknown
management,single,tertiary,no,yes,no,cellular,aug,unknown
blue-collar,single,secondary,no,no,no,cellular,may,failure
admin,divorced,secondary,no,yes,no,cellular,jul,unknown
admin,divorced,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,no,no,cellular,jul,unknown
management,married,tertiary,no,no,no,cellular,feb,failure
admin,single,secondary,no,no,yes,cellular,jul,unknown
retired,divorced,tertiary,no,no,no,unknown,jun,unknown
management,single,tertiary,no,no,no,cellular,oct,other
admin,married,secondary,no,no,no,cellular,nov,unknown
management,divorced,tertiary,no,yes,no,cellular,jul,unknown
admin,married,tertiary,no,yes,yes,cellular,oct,unknown
management,single,tertiary,no,yes,no,cellular,nov,failure
self-employed,married,tertiary,no,yes,no,cellular,jul,unknown
management,divorced,secondary,no,no,no,cellular,aug,unknown
technician,divorced,secondary,no,no,no,cellular,feb,unknown
housemaid,married,primary,no,no,no,unknown,jun,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
admin,single,secondary,no,yes,no,cellular,may,other
retired,married,secondary,no,no,no,cellular,oct,failure
admin,married,tertiary,no,yes,no,cellular,feb,unknown
blue-collar,single,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,jul,failure
technician,single,secondary,no,no,no,cellular,feb,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
blue-collar,single,secondary,no,no,no,cellular,feb,unknown
entrepreneur,married,primary,no,yes,yes,cellular,may,unknown
services,divorced,secondary,no,yes,no,cellular,nov,unknown
management,single,tertiary,no,yes,no,cellular,jul,success
entrepreneur,married,tertiary,no,no,no,unknown,may,unknown
admin,single,secondary,no,yes,no,cellular,apr,unknown
unemployed,single,secondary,no,yes,no,unknown,sep,unknown
blue-collar,married,primary,no,no,no,cellular,may,failure
management,divorced,tertiary,no,no,no,cellular,aug,unknown
admin,divorced,secondary,no,yes,yes,cellular,apr,unknown
entrepreneur,married,tertiary,no,no,yes,cellular,nov,failure
management,married,tertiary,no,yes,no,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,nov,failure
services,married,primary,no,no,no,cellular,aug,unknown
unknown,married,unknown,no,no,no,unknown,jun,unknown
student,single,tertiary,no,no,no,cellular,jul,unknown
retired,divorced,secondary,no,yes,no,unknown,jun,unknown
admin,divorced,secondary,no,no,no,cellular,sep,unknown
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown
management,married,tertiary,no,yes,no,cellular,may,unknown
management,married,tertiary,no,no,yes,cellular,nov,unknown
housemaid,married,secondary,no,yes,yes,unknown,jun,unknown
admin,single,secondary,no,yes,no,cellular,jul,unknown
retired,divorced,primary,no,no,no,cellular,feb,unknown
technician,single,tertiary,no,yes,no,telephone,aug,unknown
admin,married,secondary,no,yes,no,telephone,jul,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,yes,cellular,nov,failure
blue-collar,single,secondary,no,yes,no,cellular,apr,unknown
student,single,unknown,no,no,no,cellular,apr,failure
admin,married,secondary,no,no,yes,cellular,nov,unknown
management,married,tertiary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,no,cellular,jul,unknown
services,married,secondary,no,yes,yes,unknown,may,unknown
retired,married,primary,no,yes,no,cellular,apr,failure
management,married,tertiary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,no,no,cellular,oct,other
management,married,unknown,no,yes,no,cellular,may,other
management,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,single,primary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,yes,yes,cellular,feb,failure
technician,single,tertiary,no,no,no,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,cellular,aug,unknown
self-employed,married,tertiary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,yes,no,cellular,jan,other
technician,single,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,no,no,cellular,aug,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
student,single,secondary,no,yes,no,unknown,may,unknown
technician,single,tertiary,no,yes,no,cellular,nov,other
management,married,tertiary,no,no,yes,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,divorced,primary,no,yes,no,cellular,may,failure
retired,married,primary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,yes,cellular,jul,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,yes,no,telephone,may,unknown
management,married,tertiary,no,yes,no,cellular,aug,unknown
management,single,tertiary,no,yes,no,cellular,nov,unknown
retired,married,primary,no,yes,no,cellular,aug,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
management,married,tertiary,yes,no,yes,cellular,aug,unknown
technician,single,secondary,no,no,no,cellular,may,failure
self-employed,single,secondary,no,yes,no,cellular,may,failure
blue-collar,single,secondary,no,yes,no,unknown,may,unknown
entrepreneur,single,secondary,no,no,no,cellular,nov,failure
services,married,primary,no,yes,yes,cellular,jul,unknown
admin,divorced,secondary,no,no,no,unknown,jun,unknown
management,single,tertiary,no,no,no,cellular,nov,unknown
entrepreneur,single,tertiary,no,yes,no,unknown,jun,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,no,yes,cellular,jul,unknown
blue-collar,married,primary,no,yes,no,cellular,may,unknown
management,married,tertiary,no,yes,no,unknown,may,unknown
blue-collar,single,secondary,no,yes,no,cellular,apr,failure
management,divorced,tertiary,no,no,yes,cellular,feb,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,no,unknown,may,unknown
retired,divorced,primary,no,yes,no,unknown,may,unknown
admin,married,tertiary,no,yes,no,unknown,may,unknown
self-employed,single,tertiary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
blue-collar,divorced,secondary,no,yes,yes,cellular,may,unknown
management,single,tertiary,no,yes,no,telephone,may,other
technician,single,secondary,no,no,no,cellular,aug,unknown
student,married,primary,no,no,no,unknown,jun,unknown
technician,married,secondary,no,yes,yes,unknown,may,unknown
technician,married,secondary,no,yes,no,cellular,nov,other
management,married,tertiary,no,no,no,cellular,apr,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
entrepreneur,married,tertiary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,yes,no,telephone,jul,unknown
blue-collar,married,secondary,no,no,no,telephone,jul,unknown
admin,single,tertiary,no,no,no,cellular,may,unknown
services,married,secondary,no,no,yes,cellular,aug,unknown
retired,married,secondary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
admin,divorced,secondary,no,yes,no,unknown,may,unknown
blue-collar,divorced,primary,no,no,no,cellular,feb,unknown
unknown,single,unknown,yes,no,no,unknown,jun,unknown
management,married,tertiary,no,no,no,cellular,nov,unknown
blue-collar,single,secondary,no,yes,yes,cellular,may,failure
blue-collar,married,secondary,no,no,no,cellular,jan,other
blue-collar,married,unknown,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,cellular,nov,unknown
housemaid,married,primary,no,yes,no,telephone,jul,unknown
self-employed,married,tertiary,no,no,no,cellular,feb,unknown
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,secondary,no,yes,yes,cellular,nov,failure
retired,married,primary,no,no,no,cellular,aug,unknown
self-employed,married,secondary,no,no,no,cellular,aug,unknown
management,married,secondary,no,no,no,cellular,aug,unknown
housemaid,married,tertiary,no,no,yes,cellular,jul,unknown
retired,married,secondary,no,no,no,cellular,aug,unknown
admin,married,unknown,no,no,no,unknown,jun,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,single,unknown,yes,yes,no,cellular,may,unknown
technician,married,secondary,no,yes,no,cellular,jul,unknown
services,married,unknown,no,no,no,cellular,jun,unknown
blue-collar,single,secondary,no,no,no,cellular,apr,failure
technician,married,secondary,no,no,no,cellular,aug,unknown
unemployed,divorced,secondary,no,yes,no,cellular,nov,unknown
blue-collar,married,primary,no,no,no,unknown,jun,unknown
technician,single,tertiary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,yes,no,cellular,jul,unknown
technician,single,secondary,no,no,no,cellular,may,failure
services,married,secondary,no,yes,yes,cellular,feb,unknown
self-employed,married,secondary,no,yes,no,unknown,may,unknown
entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown
technician,single,tertiary,no,yes,no,cellular,aug,unknown
technician,married,tertiary,no,no,no,unknown,jul,unknown
management,single,tertiary,no,yes,no,cellular,may,success
management,single,tertiary,no,no,no,cellular,may,unknown
technician,married,secondary,no,yes,no,cellular,nov,failure
blue-collar,married,secondary,no,no,no,cellular,aug,unknown
admin,married,unknown,no,no,no,unknown,jun,unknown
services,married,secondary,no,yes,no,cellular,may,unknown
admin,divorced,secondary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,yes,cellular,may,unknown
entrepreneur,divorced,secondary,no,no,no,cellular,jul,unknown
management,single,tertiary,no,no,no,cellular,jun,unknown
admin,single,secondary,no,no,no,cellular,jul,unknown
admin,married,secondary,no,yes,no,cellular,may,failure
blue-collar,married,secondary,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,telephone,may,unknown
management,divorced,tertiary,no,yes,no,unknown,may,unknown
entrepreneur,married,unknown,no,no,no,unknown,jun,unknown
management,single,tertiary,no,no,no,cellular,oct,unknown
services,divorced,secondary,no,no,no,unknown,jun,unknown
technician,married,secondary,no,yes,no,unknown,may,unknown
technician,divorced,tertiary,no,no,no,cellular,nov,unknown
services,married,secondary,no,no,no,cellular,nov,unknown
housemaid,divorced,primary,no,yes,no,cellular,nov,other
admin,married,secondary,no,yes,no,cellular,may,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,yes,no,cellular,aug,unknown
blue-collar,single,secondary,no,no,no,cellular,feb,unknown
blue-collar,divorced,secondary,no,yes,yes,cellular,nov,unknown
management,married,tertiary,no,yes,no,cellular,nov,failure
housemaid,married,primary,no,yes,yes,cellular,jul,unknown
services,divorced,secondary,yes,no,yes,cellular,aug,unknown
housemaid,married,secondary,no,yes,no,cellular,jul,unknown
entrepreneur,married,unknown,no,yes,yes,cellular,jul,unknown
services,married,tertiary,no,yes,no,cellular,aug,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
technician,single,tertiary,no,no,no,cellular,mar,unknown
self-employed,married,tertiary,no,yes,no,cellular,jul,unknown
admin,single,tertiary,no,no,no,cellular,aug,success
retired,divorced,tertiary,no,no,no,cellular,jul,unknown
services,single,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,yes,no,cellular,jun,unknown
unemployed,divorced,primary,no,no,no,cellular,feb,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
unemployed,married,secondary,no,yes,yes,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown
management,married,tertiary,no,no,no,cellular,jul,unknown
management,single,unknown,no,no,no,cellular,feb,unknown
admin,married,secondary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,no,cellular,may,other
management,married,tertiary,no,yes,yes,unknown,may,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,no,cellular,may,unknown
unemployed,divorced,primary,no,no,no,telephone,jul,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,failure
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
services,married,secondary,no,no,no,cellular,aug,unknown
admin,single,secondary,no,yes,no,cellular,may,unknown
technician,single,secondary,no,yes,yes,cellular,apr,unknown
admin,divorced,secondary,no,yes,no,unknown,may,unknown
self-employed,married,secondary,no,no,no,cellular,aug,unknown
services,single,secondary,no,no,no,unknown,jul,unknown
services,married,secondary,no,yes,no,cellular,may,unknown
self-employed,single,secondary,no,no,no,cellular,oct,unknown
admin,divorced,secondary,no,yes,yes,unknown,may,unknown
retired,married,secondary,no,no,no,cellular,feb,unknown
blue-collar,married,primary,no,yes,no,cellular,jul,unknown
services,single,secondary,no,yes,no,unknown,may,unknown
services,single,unknown,no,no,no,cellular,jul,unknown
management,married,tertiary,no,yes,no,cellular,aug,unknown
services,married,secondary,no,yes,no,cellular,apr,failure
technician,divorced,secondary,no,yes,no,unknown,jun,unknown
technician,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown
admin,divorced,secondary,no,yes,no,unknown,may,unknown
blue-collar,single,tertiary,no,yes,no,cellular,may,failure
technician,married,secondary,no,yes,no,cellular,may,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,yes,no,cellular,jul,unknown
blue-collar,married,secondary,no,no,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,no,no,telephone,jan,unknown
services,married,secondary,no,yes,no,cellular,may,failure
blue-collar,married,primary,no,yes,no,unknown,may,unknown
retired,married,tertiary,no,yes,no,cellular,apr,unknown
entrepreneur,married,primary,no,yes,yes,telephone,may,failure
retired,married,tertiary,no,no,no,telephone,oct,unknown
technician,single,secondary,no,no,yes,cellular,aug,unknown
management,married,tertiary,yes,no,no,cellular,jul,unknown
blue-collar,married,primary,no,yes,yes,cellular,aug,unknown
management,divorced,tertiary,no,no,no,cellular,jul,failure
admin,divorced,secondary,no,yes,no,unknown,jun,unknown
admin,married,secondary,no,no,no,telephone,oct,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
unemployed,single,secondary,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown
management,married,tertiary,no,yes,no,unknown,jun,unknown
unemployed,married,secondary,no,yes,no,telephone,apr,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
admin,divorced,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,apr,failure
management,single,tertiary,no,no,no,unknown,jun,unknown
management,married,tertiary,no,no,no,unknown,may,unknown
unemployed,single,tertiary,no,yes,no,telephone,may,unknown
services,married,secondary,no,no,yes,cellular,jul,unknown
services,single,secondary,no,no,no,unknown,jun,unknown
blue-collar,married,primary,yes,yes,no,cellular,may,unknown
management,married,tertiary,no,no,yes,unknown,jul,unknown
blue-collar,single,secondary,no,no,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
retired,married,secondary,no,no,no,cellular,jun,failure
retired,married,secondary,no,no,no,telephone,mar,unknown
blue-collar,married,unknown,no,yes,no,unknown,may,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
blue-collar,single,primary,no,yes,yes,unknown,may,unknown
retired,married,unknown,no,no,no,cellular,aug,unknown
management,single,tertiary,no,yes,no,cellular,apr,unknown
management,married,tertiary,no,no,no,telephone,jun,unknown
blue-collar,married,secondary,no,yes,no,cellular,nov,unknown
housemaid,married,primary,no,yes,no,cellular,jul,unknown
management,divorced,tertiary,no,yes,yes,cellular,jul,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
blue-collar,single,secondary,no,yes,no,cellular,apr,failure
admin,married,secondary,no,yes,no,unknown,may,unknown
technician,single,tertiary,no,yes,no,cellular,apr,unknown
entrepreneur,married,secondary,no,no,no,cellular,feb,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
services,single,primary,no,yes,no,unknown,may,unknown
technician,single,tertiary,no,no,no,cellular,feb,other
technician,divorced,secondary,no,yes,no,unknown,may,unknown
housemaid,married,secondary,no,yes,no,unknown,may,unknown
self-employed,married,tertiary,no,yes,no,unknown,may,unknown
management,divorced,tertiary,no,yes,no,cellular,aug,unknown
blue-collar,single,primary,no,yes,no,telephone,may,failure
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown
admin,married,secondary,no,yes,no,cellular,apr,failure
blue-collar,single,secondary,no,no,yes,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,may,unknown
technician,single,secondary,no,no,yes,cellular,nov,other
technician,married,tertiary,no,yes,no,cellular,jul,unknown
student,single,unknown,no,no,no,telephone,apr,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
admin,single,secondary,no,no,no,cellular,feb,other
entrepreneur,married,primary,no,yes,yes,cellular,apr,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,single,secondary,no,no,no,cellular,may,other
housemaid,divorced,secondary,no,yes,no,cellular,jul,unknown
technician,married,secondary,no,yes,no,unknown,may,unknown
management,divorced,tertiary,no,no,yes,cellular,aug,unknown
technician,divorced,secondary,no,yes,no,cellular,aug,unknown
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
technician,divorced,secondary,no,no,no,cellular,aug,unknown
student,single,unknown,no,no,no,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,secondary,no,no,no,cellular,nov,failure
services,divorced,secondary,no,no,yes,cellular,jul,unknown
blue-collar,married,secondary,no,no,no,unknown,jun,unknown
management,married,tertiary,no,yes,no,unknown,may,unknown
technician,married,tertiary,no,yes,no,cellular,apr,unknown
management,divorced,tertiary,no,no,yes,cellular,jul,unknown
technician,single,tertiary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,mar,unknown
services,divorced,secondary,no,yes,no,cellular,may,failure
technician,divorced,secondary,no,no,no,cellular,aug,unknown
services,single,secondary,no,yes,no,cellular,may,failure
management,divorced,tertiary,no,yes,yes,unknown,jun,unknown
entrepreneur,married,tertiary,yes,no,yes,cellular,jul,unknown
services,married,secondary,no,yes,no,cellular,jul,unknown
management,married,unknown,no,yes,yes,cellular,nov,unknown
entrepreneur,married,secondary,no,yes,yes,cellular,jan,failure
management,single,tertiary,no,yes,no,cellular,aug,unknown
technician,single,secondary,no,yes,no,cellular,jul,unknown
housemaid,married,primary,no,no,no,unknown,jun,unknown
technician,married,primary,no,no,yes,cellular,jul,unknown
services,married,secondary,no,yes,no,telephone,may,other
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown
blue-collar,married,secondary,no,no,no,cellular,jan,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
technician,divorced,tertiary,no,no,no,cellular,jul,unknown
management,married,tertiary,no,yes,no,cellular,feb,unknown
unknown,married,unknown,no,no,no,cellular,aug,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
services,single,secondary,no,yes,no,unknown,may,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,single,secondary,no,yes,no,cellular,apr,failure
technician,single,secondary,no,yes,yes,cellular,may,unknown
services,single,secondary,no,no,no,cellular,may,unknown
admin,single,secondary,no,no,yes,cellular,jul,unknown
entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown
services,divorced,secondary,no,yes,no,cellular,jul,unknown
student,single,secondary,no,yes,no,unknown,may,unknown
services,single,secondary,no,yes,no,cellular,may,unknown
housemaid,married,tertiary,no,no,no,cellular,aug,unknown
entrepreneur,single,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,no,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
admin,single,secondary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,yes,no,cellular,may,unknown
self-employed,single,tertiary,no,no,no,cellular,feb,unknown
services,single,secondary,no,yes,no,unknown,may,unknown
services,married,secondary,no,yes,no,cellular,jul,unknown
unemployed,divorced,secondary,no,no,no,cellular,jul,unknown
technician,married,secondary,no,yes,no,unknown,jun,unknown
management,divorced,primary,no,no,yes,telephone,jul,unknown
services,single,secondary,no,no,yes,cellular,jul,unknown
technician,single,secondary,no,no,yes,telephone,may,unknown
unemployed,divorced,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,no,yes,unknown,jun,unknown
entrepreneur,married,primary,no,yes,no,cellular,may,unknown
technician,single,tertiary,no,yes,no,cellular,aug,unknown
technician,married,primary,no,yes,no,cellular,nov,unknown
student,single,unknown,no,no,no,cellular,jan,unknown
technician,single,secondary,no,no,no,unknown,may,unknown
management,single,tertiary,no,no,no,cellular,nov,unknown
services,married,secondary,no,yes,yes,cellular,may,failure
blue-collar,married,secondary,no,no,no,unknown,may,unknown
student,single,tertiary,no,yes,no,unknown,may,unknown
unknown,married,unknown,no,no,no,cellular,aug,unknown
retired,married,secondary,no,yes,no,cellular,may,unknown
management,married,tertiary,no,yes,no,cellular,nov,unknown
management,married,unknown,no,no,no,cellular,jan,unknown
technician,single,secondary,no,yes,no,cellular,may,unknown
housemaid,single,primary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,yes,no,cellular,jul,unknown
retired,married,secondary,no,no,no,cellular,aug,unknown
admin,divorced,secondary,no,yes,yes,cellular,jul,unknown
management,married,tertiary,no,no,no,unknown,jun,unknown
housemaid,divorced,secondary,no,no,no,cellular,jun,success
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,yes,no,cellular,jun,unknown
admin,married,secondary,no,yes,yes,cellular,feb,other
blue-collar,married,primary,no,no,yes,telephone,jul,unknown
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown
student,single,tertiary,no,no,no,cellular,jun,unknown
admin,single,secondary,no,yes,no,cellular,feb,failure
services,married,secondary,no,no,no,cellular,jan,unknown
technician,single,secondary,no,no,no,unknown,jul,unknown
management,single,tertiary,no,yes,no,cellular,apr,other
blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown
technician,divorced,secondary,no,no,no,cellular,aug,unknown
retired,married,primary,no,no,no,telephone,apr,unknown
housemaid,married,primary,no,no,no,telephone,oct,unknown
entrepreneur,married,tertiary,no,yes,no,unknown,jun,unknown
admin,married,secondary,no,yes,no,cellular,nov,unknown
retired,married,primary,no,yes,no,cellular,oct,failure
admin,single,secondary,no,no,no,cellular,apr,unknown
services,married,secondary,no,no,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,no,cellular,may,unknown
technician,married,secondary,no,no,no,unknown,nov,unknown
blue-collar,married,primary,no,yes,no,unknown,jun,unknown
technician,single,secondary,no,no,no,cellular,nov,unknown
management,married,tertiary,no,yes,no,cellular,nov,unknown
management,married,tertiary,no,no,no,cellular,dec,other
admin,divorced,secondary,no,yes,yes,cellular,feb,unknown
management,married,tertiary,no,no,yes,telephone,feb,other
management,married,tertiary,no,yes,no,cellular,apr,other
technician,single,secondary,no,no,no,cellular,nov,unknown
management,married,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,no,no,cellular,apr,unknown
admin,married,secondary,no,no,no,telephone,jul,unknown
self-employed,single,tertiary,no,yes,no,cellular,nov,other
technician,single,secondary,yes,no,no,unknown,jun,unknown
management,divorced,tertiary,no,yes,no,unknown,may,unknown
management,married,secondary,no,yes,no,unknown,may,unknown
technician,single,unknown,no,no,no,unknown,jun,unknown
services,married,unknown,no,no,no,cellular,jul,unknown
housemaid,divorced,primary,no,no,no,cellular,jul,unknown
services,single,secondary,no,no,no,cellular,jan,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
management,married,secondary,no,yes,no,telephone,jul,unknown
management,single,tertiary,no,no,yes,cellular,feb,other
admin,married,secondary,no,no,no,cellular,jul,unknown
unemployed,married,secondary,no,no,no,cellular,nov,unknown
blue-collar,married,primary,no,yes,no,cellular,apr,unknown
management,divorced,tertiary,no,no,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,no,no,unknown,may,unknown
management,married,primary,no,yes,no,telephone,jul,unknown
services,married,secondary,no,no,no,unknown,jun,unknown
technician,married,tertiary,no,no,no,unknown,jun,unknown
student,single,secondary,no,yes,no,unknown,may,unknown
technician,married,tertiary,no,no,no,unknown,jun,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,yes,cellular,may,failure
admin,divorced,secondary,no,no,yes,cellular,jul,unknown
unemployed,married,tertiary,no,no,yes,cellular,jul,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
admin,single,unknown,no,yes,no,telephone,may,other
management,married,tertiary,no,yes,no,cellular,may,unknown
self-employed,single,tertiary,no,no,no,cellular,feb,unknown
blue-collar,married,primary,no,yes,no,unknown,jun,unknown
self-employed,divorced,tertiary,no,no,yes,unknown,jul,unknown
management,divorced,tertiary,no,no,no,telephone,jun,unknown
admin,single,secondary,no,no,no,cellular,apr,failure
admin,divorced,secondary,no,no,no,cellular,nov,unknown
entrepreneur,married,primary,no,yes,yes,unknown,may,unknown
management,married,secondary,no,yes,no,unknown,may,unknown
unemployed,married,primary,no,no,yes,cellular,jul,unknown
blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown
technician,married,secondary,no,yes,no,unknown,may,unknown
technician,married,unknown,no,yes,no,unknown,may,unknown
